# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.7141042853514281,4.4089408178816365,8.60433466779851,0,8.0,0.09441831043843482,0.0,0.0,0.1260744805430105
 0.05636367983388767,1.7266687213626042,4.4108419824789005,8.60433466779851,0.4509094386711013,7.999999999999999,0.09441831043843482,0.0071060216565499434,2.940253454486081,0.9098708367747805
 0.07979221714366412,1.7392825411755146,4.412766134950036,8.673220505557136,0.638337737149313,8.000000000000002,0.0910915186594938,0.02842296450300541,3.7005078696538014,1.9699737941686923
 0.09782519704883952,1.7519456568403793,4.414712901508473,8.739951689609546,0.7826015763907161,8.0,0.08783106859687018,0.06394746234697157,4.236691291600738,3.260990276485605
 0.11307407511818689,1.7646579804074172,4.416681908367648,8.804556478532632,0.9045926009454951,8.0,0.08463530102383376,0.11367390545842793,4.63863066571375,4.743598299069909
 0.12654919083565075,1.7774194239268482,4.418672781740993,8.867062563523701,1.012393526685206,8.0,0.08150260211597413,0.1775944414555597,4.945975832753139,6.392094513092506
 0.13876811765677485,1.7902298994488917,4.42068514784194,8.92749708028316,1.1101449412541988,8.0,0.07843140111290597,0.25569897654474594,5.181039210855861,8.187881103084841
 0.15003796872177907,1.8030893190237676,4.422718632883923,8.985886620551451,1.2003037497742326,8.0,0.07542016956399919,0.34797517711447457,5.358094209581652,10.11661020213064
 0.1605586166900179,1.8159975947016949,4.424772863080373,9.042257243511118,1.2844689335201431,8.0,0.0724674203365396,0.45440847168298437,5.487043583395255,12.166716355195863
 0.17046873360211048,1.8289546385328934,4.426847464644726,9.096634486924314,1.3637498688168839,8.0,0.06957170598291389,0.5749820531992444,5.575156221490121,14.328574689054802
 0.1798691681478184,1.8419603625675824,4.428942063790414,9.149043378066528,1.4389533451825471,8.0,0.06673161804446379,0.7096768816969912,5.627993688966067,16.593978510446583
 0.18883596327237093,1.855014678855982,4.431056286730869,9.199508444437761,1.5106877061789676,8.000000000000025,0.06394578628036131,0.8584716873013931,5.649948595951336,18.955795449561272
 0.19742812637730256,1.868117499448311,4.433189759679525,9.248053724308654,1.5794250110184207,8.0,0.06121287654818075,1.0213429735877444,5.644578281629003,21.407730510031644
 0.2056925263622158,1.8812687363947898,4.435342108849814,9.29470277697419,1.6455402108977266,8.0,0.05853159099672723,1.1982650212918766,5.614822436439574,23.944156684468567
 0.21366711797535456,1.894468301745637,4.4375129604551695,9.339478692885084,1.7093369438028367,8.0,0.05590066639008202,1.3892098923715201,5.563150963006309,26.55999017468765
 0.2213831427441365,1.9077161075510727,4.439701940709026,9.382404103508115,1.7710651419530923,8.0,0.05331887339577052,1.594147434418015,5.491667933252967,29.25059613643408
 0.22886667743788286,1.921012065861316,4.441908675824814,9.423501191013148,1.830933419503063,8.0,0.05078501531201666,1.8130452854177825,5.402186797320311,32.01171595273722
 0.23613975188939149,1.934356088726587,4.444132792015967,9.462791697791015,1.889118015115132,8.0,0.04829792768902255,2.0458688788625867,5.296286128485314,34.8394100865001
 0.2432211740412858,1.9477480881971048,4.446373915495918,9.500296935704043,1.9457693923302866,8.0,0.045856477054881134,2.2925814492080585,5.175351855214463,37.730012459356495
 0.2501271507820032,1.961187976323089,4.448631672478102,9.536037795241182,2.001017206256026,8.000000000000032,0.0434595598491556,2.5531440376793526,5.0406098056794875,40.68009352459061
 0.25687176312115617,1.9746756651547592,4.450905689175951,9.570034754333424,2.05497410496925,8.0,0.0411061024111656,2.827515498423203,4.893151269550425,43.686430009915014
 0.2634673353965001,1.9882110667423352,4.4531955918028965,9.602307887185935,2.107738683172001,8.0,0.03879505907130421,3.1156525050053507,4.733953281861434,46.74597985486255
 0.26992472602525863,2.0017940931360356,4.455501006572373,9.632876872745207,2.1593978082020695,8.0,0.03652541243740131,3.4175095572522762,4.563895002988899,49.85586124844039
 0.2762535592513373,2.0154246563860814,4.457821559697813,9.661761003080457,2.210028474010699,8.0,0.034296171665730395,3.7330389884361748,4.38377105869673,53.01333494264042
 0.28246241188666193,2.0291026685426905,4.46015687739265,9.688979191570906,2.259699295093296,8.0,0.0321063720961484,4.062190972802134,4.1943025273977685,56.21578921163084
 0.2885589652827875,2.0428280416560836,4.462506585870315,9.714549980888691,2.308471722262301,8.000000000000073,0.029955075112335205,4.404913533436182,3.9961460943931897,59.460726969148006
 0.2945501301271339,2.0566006877764798,4.464870311344244,9.738491550882292,2.356401041017072,8.0,0.027841366325225783,4.761152550473019,3.789901706882751,62.745754662209436
 0.3004421497730757,2.0704205189540987,4.467247680027869,9.760821726195433,2.4035371981846065,8.0,0.025764355536027083,5.130851769642203,3.576119072701654,66.068572639045
 0.30624068644802616,2.08428744723916,4.469638318134621,9.781557983792485,2.44992549158421,8.0,0.0237231762650343,5.513952811151333,3.355303190533372,69.42696674984417
 0.31195089368179507,2.0982013846818828,4.472041851877935,9.800717460342556,2.495607149454361,7.999999999999922,0.02171698414371885,5.910395178904928,3.12791906808933,72.81880098566242
 0.31757747755308297,2.112162243332487,4.474457907471244,9.818316959321761,2.540619820424664,8.0,0.019744957637062424,6.320116270057379,2.8943958413362654,76.24201099736402
 0.3231247487925054,2.126169935241192,4.476886111127981,9.83437295812791,2.5849979903400437,8.0,0.017806296197061554,6.743051384898786,2.655130299927896,79.69459836483004
