# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 1.9286147129580442,2.8572100816151518,0.0,0.0,2.0,0.0,0,135.32608814721857,0.0,113.03935431065439
 1.9372264915642972,2.8744336388276577,0.0,0.0,2.0,0.0,0,136.2995580403357,0.0,112.55976837805682
 1.9458100083048075,2.8916006723086785,0.0,0.0,2.0,0.0,0,137.26571669651673,0.0,112.06591083118533
 1.9543647493896075,2.9087101544782783,0.0,0.0,2.0,0.0,0,138.2244115481098,0.0,111.5576861183687
 1.9628902010287295,2.9257610577565223,0.0,0.0,2.0,0.0,0,139.1754912060843,0.0,111.03499498245142
 1.9713858494322063,2.942752354563476,0.0,0.0,2.0,0.0,0,140.11880548393702,0.0,110.49773431399916
 1.9798511808100703,2.959683017319204,0.0,0.0,2.0,0.0,0,141.0542054214082,0.0,109.94579699748415
 1.988285681372354,2.9765520184437713,0.0,0.0,2.0,0.0,0,141.9815433080042,0.0,109.30972661097383
 1.9966941682180819,2.993358330357243,0.0,0.0,1.9974640436074969,-0.3015948575565154,0,142.9006727063227,0.0,108.2015945361472
 2.0051115651405444,3.0101009254796844,0.0,0.0,1.9806292497625715,-2.000000000000026,0,143.8114484751768,0.0,106.69532049968662
 2.0135681526751443,3.02677877623116,0.0,0.0,1.963716074693372,-1.9999999999999738,0,144.7137267925146,0.0,105.18006139933327
 2.0220644244373633,3.0433908550317352,0.0,0.0,1.946723531168934,-2.0,0,145.6073651781302,0.0,103.65609512899354
 2.0306008962862383,3.0599361343014744,0.0,0.0,1.9296505874711842,-1.999999999999974,0,146.49222251616317,0.0,102.12370157650953
 2.0391781075280653,3.0764135864604434,0.0,0.0,1.9124961649875303,-2.0,0,147.3681590773822,0.0,100.58316271150201
 2.0477966222028754,3.092822183928707,0.0,0.0,1.8952591356379096,-2.0000000000000515,0,148.23503654125008,0.0,99.03476268000874
 2.056457030460604,3.10916089912633,0.0,0.0,1.877938319122453,-1.9999999999999745,0,149.0927180177662,0.0,97.47878790654626
 2.0651599500345514,3.125428704473377,0.0,0.0,1.8605324799745573,-2.000000000000051,0,149.94106806908277,0.0,95.91552720415739
 2.073906027820518,3.1416245723899134,0.0,0.0,1.843040324402624,-2.0000000000000253,0,150.77995273089232,0.0,94.34527189316678
 2.08269594157082,3.157747475296004,0.0,0.0,1.8254604969020194,-2.0000000000000253,0,151.60923953358207,0.0,92.76831592924682
 2.0915304017133924,3.1737963856117144,0.0,0.0,1.8077915766168748,-2.0,0,152.42879752315255,0.0,91.18495604170676
 2.100410153307215,3.1897702757571094,0.0,0.0,1.7900320734292294,-2.000000000000025,0,153.23849728189654,0.0,89.59549188279969
 2.109335978146542,3.2056681181522535,0.0,0.0,1.7721804237505756,-1.9999999999999503,0,154.03821094883577,0.0,88.0002261890075
 2.118308697027742,3.2214888852172123,0.0,0.0,1.7542349859881756,-2.000000000000025,0,154.82781223991174,0.0,86.39946495523265
 2.1273291721941012,3.23723154937205,0.0,0.0,1.7361940356554575,-1.9999999999999754,0,155.60717646792713,0.0,84.7935176232664
 2.1363983099756623,3.2528950830368326,0.0,0.0,1.7180557600923358,-1.999999999999951,0,156.37618056223576,0.0,83.1826972854486
 2.1455170636431204,3.2684784586316247,0.0,0.0,1.6998182527574193,-2.0000000000000244,0,157.1347030881765,0.0,81.56732090512678
